,Name,Gender,Parliament,YOB,Parliament_Year,Age@Parliament,Age_buckets
3505,"Sauvageau, Benoît",M,39,1963,2006,43,41-50
3506,"Van Loan, Peter",M,38,1963,2004,41,41-50
3507,"Van Loan, Peter",M,39,1963,2006,43,41-50
3508,"Allison, Dean",M,40,1965,2008,43,41-50
3509,"Bezan, James",M,40,1965,2008,43,41-50
3510,"Blaney, Steven",M,40,1965,2008,43,41-50
3511,"MacKay, Peter Gordon",M,40,1965,2008,43,41-50
3512,"Alexander, Chris",M,41,1968,2011,43,41-50
3513,"Brahmi, Tarik",M,41,1968,2011,43,41-50
3514,"Calkins, Blaine",M,41,1968,2011,43,41-50
3515,"Caron, Guy",M,41,1968,2011,43,41-50
3516,"Freeland, Chrystia",F,41,1968,2011,43,41-50
3517,"Jones, Yvonne",F,41,1968,2011,43,41-50
3518,"Kenney, Jason",M,41,1968,2011,43,41-50
3519,"Masse, Brian",M,41,1968,2011,43,41-50
3520,"Raitt, Lisa",F,41,1968,2011,43,41-50
3521,"Cullen, Nathan",M,42,1972,2015,43,41-50
3522,"Albas, Dan",M,43,1976,2019,43,41-50
3523,"Lobb, Ben",M,43,1976,2019,43,41-50
3524,"Sahota, Jag",F,43,1976,2019,43,41-50
3525,"Ouellet, André",M,30,1939,1974,35,31-40
3526,"Corbett, Robert Alfred",M,32,1938,1980,42,41-50
3527,"Gagliano, Alfonso",M,33,1942,1984,42,41-50
3528,"Pelletier, Irénée",M,30,1939,1974,35,31-40
3529,"Andre, Harvie",M,30,1940,1974,34,31-40
3530,"Blais, Jean-Jacques",M,30,1940,1974,34,31-40
3531,"Caouette, Gilles",M,30,1940,1974,34,31-40
3532,"Dick, Paul Wyatt",M,30,1940,1974,34,31-40
3533,"Jelinek, Otto John",M,30,1940,1974,34,31-40
3534,"O'Connor, Terrance Patrick (Terry)",M,30,1940,1974,34,31-40
3535,"Rowland, Douglas Charles",M,30,1940,1974,34,31-40
3536,"Atkey, Ronald George",M,30,1942,1974,32,31-40
3537,"Dupont, Raymond",M,30,1942,1974,32,31-40
3538,"Reynolds, John Douglas",M,30,1942,1974,32,31-40
3539,"Fortin, André-Gilles",M,30,1943,1974,31,31-40
3540,"Murta, Jack Burnett",M,30,1943,1974,31,31-40
3541,"Symes, Reginald Cyril",M,30,1943,1974,31,31-40
3542,"Breau, Herb",M,30,1944,1974,30,18-30
3543,"Olivier, Joseph Mario Jacques",M,30,1944,1974,30,18-30
3544,"Nystrom, Lorne Edmund",M,30,1946,1974,28,18-30
3545,"Knight, William George",M,30,1947,1974,27,18-30
3546,"Schellenberger, Stanley Kenneth",M,30,1948,1974,26,18-30
3547,"O'Sullivan, Sean Patrick",M,30,1952,1974,22,18-30
3548,"Diefenbaker, John George",M,31,1895,1979,84,71+
3549,"Rynard, Philip Bernard",M,31,1897,1979,82,71+
3550,"Michener, Daniel Roland",M,31,1900,1979,79,71+
3551,"Douglas, Thomas Clement (Tommy)",M,31,1904,1979,75,71+
3552,"MacDonald, Flora Isabel",F,31,1904,1979,75,71+
3553,"MacInnis, Winona Grace",F,31,1905,1979,74,71+
3554,"Railton, Samuel Victor",M,31,1906,1979,73,71+
3555,"Baldwin, Gerald William",M,31,1907,1979,72,71+
3556,"Brewin, Francis Andrew",M,31,1907,1979,72,71+
3557,"Dionne, Charles-Eugène",M,31,1908,1979,71,71+
3558,"Bradley, T.A. Bud",M,32,1938,1980,42,41-50
3559,"Demers, Yves",M,32,1938,1980,42,41-50
3560,"Dion, Rolland",M,32,1938,1980,42,41-50
3561,"Gass, Melbourne Alexander",M,32,1938,1980,42,41-50
3562,"Gingras, René",M,32,1938,1980,42,41-50
3563,"Harquail, Maurice James",M,32,1938,1980,42,41-50
3564,"Lewis, Douglas Grinslade",M,32,1938,1980,42,41-50
3565,"Malépart, Jean-Claude",M,32,1938,1980,42,41-50
3566,"Scott, Geoffrey Douglas",M,32,1938,1980,42,41-50
3567,"Côté, Michel",M,33,1942,1984,42,41-50
3568,"de Jong, Simon Leendert",M,33,1942,1984,42,41-50
3569,"Ferland, Marc",M,33,1942,1984,42,41-50
3570,"Jepson, James Kenneth (Jim)",M,33,1942,1984,42,41-50
3571,"McCrossan, William Paul Joseph",M,33,1942,1984,42,41-50
3572,"Ricard, Guy",M,33,1942,1984,42,41-50
3573,"Riis, Nelson Andrew",M,33,1942,1984,42,41-50
3574,"Waddell, Ian Gardiner",M,33,1942,1984,42,41-50
3575,"Gray, Darryl L.",M,34,1946,1988,42,41-50
3576,"Langdon, Steven W.",M,34,1946,1988,42,41-50
3577,"MacAulay, Lawrence",M,34,1946,1988,42,41-50
3578,"Milliken, Peter Andrew Stewart",M,34,1946,1988,42,41-50
3579,"Mills, Dennis Joseph",M,34,1946,1988,42,41-50
3580,"Murphy, Rodney Edward",M,34,1946,1988,42,41-50
3581,"Nystrom, Lorne Edmund",M,34,1946,1988,42,41-50
3582,"Witer, Andrew",M,33,1946,1984,38,31-40
3583,"Bachand, Claude",M,35,1951,1993,42,41-50
3584,"Blaikie, William Alexander (Bill)",M,35,1951,1993,42,41-50
3585,"Blondin-Andrew, Ethel Dorothy",F,35,1951,1993,42,41-50
3586,"Calder, Murray",M,35,1951,1993,42,41-50
3587,"Cannis, John",M,35,1951,1993,42,41-50
3588,"Chan, Raymond",M,35,1951,1993,42,41-50
3589,"Murray, Ian",M,35,1951,1993,42,41-50
3590,"O'Brien, Lawrence D.",M,35,1951,1993,42,41-50
3591,"Pettigrew, Pierre Stewart",M,35,1951,1993,42,41-50
3592,"Serré, Benoît",M,35,1951,1993,42,41-50
3593,"Bélanger, Mauril",M,36,1955,1997,42,41-50
3594,"Desjarlais, Bev",F,36,1955,1997,42,41-50
3595,"Dion, Stéphane",M,36,1955,1997,42,41-50
3596,"Godin, Yvon",M,36,1955,1997,42,41-50
3597,"Hart, James (Jim) Alexander",M,36,1955,1997,42,41-50
3598,"Karygiannis, Jim",M,36,1955,1997,42,41-50
3599,"Martin, Pat",M,36,1955,1997,42,41-50
3600,"Nault, Robert Daniel",M,36,1955,1997,42,41-50
3601,"Nunziata, John V.",M,36,1955,1997,42,41-50
3602,"Pratt, David",M,36,1955,1997,42,41-50
3603,"Scott, Andy",M,36,1955,1997,42,41-50
3604,"Stewart, Jane",F,36,1955,1997,42,41-50
3605,"Turp, Daniel",M,36,1955,1997,42,41-50
3606,"Vellacott, Maurice",M,36,1955,1997,42,41-50
3607,"Jordan, Joe Louis",M,37,1958,2000,42,41-50
3608,"Laliberte, Rick",M,37,1958,2000,42,41-50
3609,"Simard, Raymond",M,37,1958,2000,42,41-50
3610,"Solberg, Monte",M,37,1958,2000,42,41-50
3611,"Sorenson, Kevin",M,37,1958,2000,42,41-50
3612,"Angus, Charlie",M,38,1962,2004,42,41-50
3613,"Carrie, Colin",M,38,1962,2004,42,41-50
3614,"Julian, Peter",M,38,1962,2004,42,41-50
3615,"McTeague, Dan",M,38,1962,2004,42,41-50
3616,"Ménard, Réal",M,38,1962,2004,42,41-50
3617,"Pacetti, Massimo",M,38,1962,2004,42,41-50
3618,"Torsney, Paddy",F,38,1962,2004,42,41-50
3619,"Bellavance, André",M,39,1964,2006,42,41-50
3620,"Gourde, Jacques",M,39,1964,2006,42,41-50
3621,"Harvey, Luc",M,39,1964,2006,42,41-50
3622,"Merasty, Gary",M,39,1964,2006,42,41-50
3623,"Reid, Scott",M,39,1964,2006,42,41-50
3624,"Armstrong, Scott",M,40,1966,2008,42,41-50
3625,"Byrne, Gerry",M,40,1966,2008,42,41-50
3626,"Donnelly, Fin",M,40,1966,2008,42,41-50
3627,"Duncan, Kirsty",F,40,1966,2008,42,41-50
3628,"Dykstra, Richard",M,40,1966,2008,42,41-50
3629,"Russell, Todd Norman",M,40,1966,2008,42,41-50
3630,"Silva, Mario",M,40,1966,2008,42,41-50
3631,"Ambrose, Rona",F,41,1969,2011,42,41-50
3632,"Baird, John",M,41,1969,2011,42,41-50
3633,"Hiebert, Russ",M,41,1969,2011,42,41-50
3634,"Lake, Mike",M,41,1969,2011,42,41-50
3635,"Mourani, Maria",F,41,1969,2011,42,41-50
3636,"Simms, Scott",M,41,1969,2011,42,41-50
3637,"Thibeault, Glenn",M,41,1969,2011,42,41-50
3638,"Boulerice, Alexandre",M,42,1973,2015,42,41-50
3639,"Housefather, Anthony",M,42,1973,2015,42,41-50
3640,"MacGregor, Alistair",M,42,1973,2015,42,41-50
3641,"Mendicino, Marco",M,42,1973,2015,42,41-50
3642,"Miller, Marc",M,42,1973,2015,42,41-50
3643,"O'Toole, Erin",M,42,1973,2015,42,41-50
3644,"Bains, Navdeep Singh",M,43,1977,2019,42,41-50
3645,"Baker, Yvan",M,43,1977,2019,42,41-50
3646,"Battiste, Jaime",M,43,1977,2019,42,41-50
3647,"Gaudreau, Marie-Hélène",F,43,1977,2019,42,41-50
3648,"Gill, Marilène",F,43,1977,2019,42,41-50
3649,"Mathyssen, Lindsay",F,43,1977,2019,42,41-50
3650,"Turnbull, Ryan",M,43,1977,2019,42,41-50
3651,"Knowles, Stanley Howard",M,31,1908,1979,71,71+
3652,"Knowles, William David",M,31,1908,1979,71,71+
3653,"Tétrault, Oza",M,31,1908,1979,71,71+
3654,"Hales, Alfred Dryden",M,31,1909,1979,70,61-70
3655,"Barnett, Thomas Speakman",M,31,1909,1979,70,61-70
3656,"Duquet, Gérard",M,31,1909,1979,70,61-70
3657,"Lewis, David",M,31,1909,1979,70,61-70
3658,"Mather, Barry",M,31,1909,1979,70,61-70
3659,"Hees, George Harris",M,31,1910,1979,69,61-70
3660,"Darling, Stan",M,31,1911,1979,68,61-70
3661,"Gleave, Alfred Pullen",M,31,1911,1979,68,61-70
3662,"Patterson, Alexander Bell",M,31,1911,1979,68,61-70
3663,"Sharp, Mitchell William",M,31,1911,1979,68,61-70
3664,"Walker, James Edgar",M,31,1911,1979,68,61-70
3665,"Alkenbrack, Almonte Douglas",M,31,1912,1979,67,61-70
3666,"Blouin, Gustave",M,31,1912,1979,67,61-70
3667,"Drury, Charles Mills (Bud)",M,31,1912,1979,67,61-70
3668,"Hamilton, Francis Alvin George",M,31,1912,1979,67,61-70
3669,"Smith, Walter Bernard",M,31,1912,1979,67,61-70
3670,"Thomas, J. Antonio",M,31,1912,1979,67,61-70
3671,"Clermont, Gaston",M,31,1913,1979,66,61-70
3672,"Latulippe, Henry P.",M,31,1913,1979,66,61-70
3673,"Gauthier, Charles-Arthur",M,31,1913,1979,66,61-70
3674,"Hymmen, Kieth Reinhardt",M,31,1913,1979,66,61-70
3675,"Lambert, Joseph Adrien Henri",M,31,1913,1979,66,61-70
3676,"Harding, Randolph",M,31,1914,1979,65,61-70
3677,"L'Heureux, Yvon",M,31,1914,1979,65,61-70
3678,"Axworthy, Lloyd",M,32,1939,1980,41,41-50
3679,"Bussières, Pierre",M,32,1939,1980,41,41-50
3680,"Clark, Charles Joseph",M,32,1939,1980,41,41-50
3681,"Duclos, Louis",M,32,1939,1980,41,41-50
3682,"Epp, Arthur Jacob (Jake)",M,32,1939,1980,41,41-50
3683,"Fleming, James Sydney Clark",M,32,1939,1980,41,41-50
3684,"Kristiansen, Lyle Stuart",M,32,1939,1980,41,41-50
3685,"Lapointe, Normand",M,32,1939,1980,41,41-50
3686,"Lumley, Edward C.",M,32,1939,1980,41,41-50
3687,"Mulroney, Martin Brian",M,32,1939,1980,41,41-50
3688,"Ouellet, André",M,32,1939,1980,41,41-50
3689,"Pelletier, Irénée",M,32,1939,1980,41,41-50
3690,"Simmons, Roger",M,32,1939,1980,41,41-50
3691,"Veillette, Michel",M,32,1939,1980,41,41-50
3692,"Caldwell, James Eber",M,33,1943,1984,41,41-50
3693,"Danis, Marcel",M,33,1943,1984,41,41-50
3694,"Della Noce, Vincent",M,33,1943,1984,41,41-50
3695,"Grondin, Gilles",M,33,1943,1984,41,41-50
3696,"Keeper, Cyril",M,33,1943,1984,41,41-50
3697,"Murta, Jack Burnett",M,33,1943,1984,41,41-50
3698,"Plamondon, Louis",M,33,1943,1984,41,41-50
3699,"Tremblay, Marcel R.",M,33,1943,1984,41,41-50
3700,"Vankoughnet, William John",M,33,1943,1984,41,41-50
3701,"Warner, Norman Melvin",M,33,1943,1984,41,41-50
3702,"Angus, Iain Francis",M,34,1947,1988,41,41-50
3703,"Atkinson, Kenneth David",M,34,1947,1988,41,41-50
3704,"Axworthy, Chris",M,34,1947,1988,41,41-50
3705,"Bjornson, David",M,34,1947,1988,41,41-50
3706,"Bosley, John William",M,34,1947,1988,41,41-50
3707,"Campbell, A. Kim",F,34,1947,1988,41,41-50
3708,"Duceppe, Gilles",M,34,1947,1988,41,41-50
3709,"Hunter, Lynn",F,34,1947,1988,41,41-50
3710,"MacDougall, John Alexander Frances",M,34,1947,1988,41,41-50
3711,"Richardson, Lee",M,34,1947,1988,41,41-50
3712,"Thompson, Gregory Francis",M,34,1947,1988,41,41-50
3713,"Volpe, Giuseppe (Joseph)",M,34,1947,1988,41,41-50
3714,"Walker, David",M,34,1947,1988,41,41-50
3715,"Arseneault, Guy H.",M,35,1952,1993,41,41-50
3716,"Barnes, Susan (Sue)",F,35,1952,1993,41,41-50
3717,"Chamberlain, Brenda",F,35,1952,1993,41,41-50
3718,"Copps, Sheila Maureen",F,35,1952,1993,41,41-50
3719,"Daviault, Michel",M,35,1952,1993,41,41-50
3720,"Dhaliwal, Harbance Singh (Herb)",M,35,1952,1993,41,41-50
3721,"Dingwall, David Charles",M,35,1952,1993,41,41-50
3722,"Grey, Deborah C.",F,35,1952,1993,41,41-50
3723,"Hermanson, Elwin Norris",M,35,1952,1993,41,41-50
3724,"Hill, Jay D.",M,35,1952,1993,41,41-50
3725,"Kraft Sloan, Karen",F,35,1952,1993,41,41-50
3726,"Robinson, Svend Johannes",M,35,1952,1993,41,41-50
3727,"Sheridan, Georgette",F,35,1952,1993,41,41-50
3728,"Taylor, Leonard William (Len)",M,35,1952,1993,41,41-50
3729,"Drouin, Claude",M,36,1956,1997,41,41-50
3730,"Iftody, David",M,36,1956,1997,41,41-50
3731,"Knutson, Gar",M,36,1956,1997,41,41-50
3732,"Limoges, Richard G.J.",M,36,1956,1997,41,41-50
3733,"Mancini, Peter",M,36,1956,1997,41,41-50
3734,"Marchi, Sergio",M,36,1956,1997,41,41-50
3735,"Mitchell, Andrew (Andy)",M,36,1956,1997,41,41-50
3736,"Speller, Robert (Bob)",M,36,1956,1997,41,41-50
3737,"Stoffer, Peter",M,36,1956,1997,41,41-50
3738,"Zed, Paul",M,35,1956,1993,37,31-40
3739,"Barnes, Rex",M,37,1959,2000,41,41-50
3740,"Guay, Monique",F,37,1959,2000,41,41-50
3741,"Harper, Stephen",M,37,1959,2000,41,41-50
3742,"Loubier, Yvan",M,37,1959,2000,41,41-50
3743,"Regan, Geoff",M,37,1959,2000,41,41-50
3744,"Thibault, Robert",M,37,1959,2000,41,41-50
3745,"Coderre, Denis",M,38,1963,2004,41,41-50
3746,"Devolin, Barry",M,38,1963,2004,41,41-50
3747,"Jean, Brian",M,38,1963,2004,41,41-50
3748,"Sauvageau, Benoît",M,38,1963,2004,41,41-50
3749,"Savoy, Andy",M,38,1963,2004,41,41-50
3750,"Smith, David",M,38,1963,2004,41,41-50
3751,"Whelan, Susan",F,37,1963,2000,37,31-40
3752,"Allison, Dean",M,39,1965,2006,41,41-50
3753,"Bezan, James",M,39,1965,2006,41,41-50
3754,"Blaney, Steven",M,39,1965,2006,41,41-50
3755,"MacKay, Peter Gordon",M,39,1965,2006,41,41-50
3756,"Aglukkaq, Leona",F,40,1967,2008,41,41-50
3757,"Brison, Scott",M,40,1967,2008,41,41-50
3758,"Clarke, Rob",M,40,1967,2008,41,41-50
3759,"Glover, Shelly",F,40,1967,2008,41,41-50
3760,"Hoback, Randy",M,40,1967,2008,41,41-50
3761,"Kania, Andrew J.",M,40,1967,2008,41,41-50
3762,"LeBlanc, Dominic",M,40,1967,2008,41,41-50
3763,"Rickford, Greg",M,40,1967,2008,41,41-50
3764,"Rodriguez, Pablo",M,40,1967,2008,41,41-50
3765,"Calandra, Paul",M,41,1970,2011,41,41-50
3766,"Chicoine, Sylvain",M,41,1970,2011,41,41-50
3767,"Del Mastro, Dean",M,41,1970,2011,41,41-50
3768,"Leitch, K. Kellie",F,41,1970,2011,41,41-50
3769,"Rajotte, James",M,41,1970,2011,41,41-50
3770,"Seeback, Kyle",M,41,1970,2011,41,41-50
3771,"Amos, William",M,42,1974,2015,41,41-50
3772,"Boudrias, Michel",M,42,1974,2015,41,41-50
3773,"Caesar-Chavannes, Celina",F,42,1974,2015,41,41-50
3774,"Hillyer, Jim",M,42,1974,2015,41,41-50
3775,"Holland, Mark",M,42,1974,2015,41,41-50
3776,"Lockhart, Alaina",F,42,1974,2015,41,41-50
3777,"May, Bryan",M,42,1974,2015,41,41-50
3778,"Richards, Blake",M,42,1974,2015,41,41-50
3779,"Romanado, Sherry",F,42,1974,2015,41,41-50
3780,"Trost, Brad",M,42,1974,2015,41,41-50
3781,"Blaikie, Daniel",M,43,1978,2019,41,41-50
3782,"Kram, Michael",M,43,1978,2019,41,41-50
3783,"Kusmierczyk, Irek",M,43,1978,2019,41,41-50
3784,"Rood, Lianne",F,43,1978,2019,41,41-50
3785,"Strahl, Mark",M,43,1978,2019,41,41-50
3786,"Warkentin, Chris",M,42,1978,2015,37,31-40
3787,"Warkentin, Chris",M,43,1978,2019,41,41-50
3788,"Zuberi, Sameer",M,43,1978,2019,41,41-50
3789,"MacLean, John Angus",M,31,1914,1979,65,61-70
3790,"Stanfield, Robert Lorne",M,31,1914,1979,65,61-70
3791,"Allard, Eudore",M,31,1915,1979,64,61-70
3792,"Madill, John Ellwood",M,31,1915,1979,64,61-70
3793,"Danforth, Harold Warren",M,31,1916,1979,63,61-70
3794,"Davis, John (Jack)",M,31,1916,1979,63,61-70
3795,"Dinsdale, Walter Gilbert",M,31,1916,1979,63,61-70
3796,"Munro, Donald W.",M,31,1916,1979,63,61-70
3797,"Thomas, Charles Humbert",M,31,1916,1979,63,61-70
3798,"Woolliams, Eldon Mattison",M,31,1916,1979,63,61-70
3799,"Caouette, David Réal",M,31,1917,1979,62,61-70
3800,"Hargrave, Herbert Thomas (Bert)",M,31,1917,1979,62,61-70
3801,"McCain, Fred Alward",M,31,1917,1979,62,61-70
3802,"McKinnon, Allan Bruce",M,31,1917,1979,62,61-70
3803,"Nelson, Nels Edwin",M,31,1917,1979,62,61-70
3804,"Boulanger, Prosper",M,31,1918,1979,61,61-70
3805,"Crouse, Lloyd Roseville",M,31,1918,1979,61,61-70
3806,"MacDonald, Daniel Joseph",M,31,1918,1979,61,61-70
3807,"MacInnis, Donald",M,31,1918,1979,61,61-70
3808,"Nesbitt, Wallace Bickford (Wally)",M,31,1918,1979,61,61-70
3809,"Orlikow, David",M,31,1918,1979,61,61-70
3810,"Ritchie, William Gordon",M,31,1918,1979,61,61-70
3811,"Whicher, Ross Mackenzie",M,31,1918,1979,61,61-70
3812,"Lambert, Marcel Joseph Aimé",M,31,1919,1979,60,51-60
3813,"Mitges, Constantine George (Gus)",M,31,1919,1979,60,51-60
3814,"Pelletier, Gérard",M,31,1919,1979,60,51-60
3815,"Towers, Thomas Gordon",M,31,1919,1979,60,51-60
3816,"Andre, Harvie",M,32,1940,1980,40,31-40
3817,"Blais, Jean-Jacques",M,32,1940,1980,40,31-40
3818,"Campbell, Coline M.",F,32,1940,1980,40,31-40
3819,"Daudlin, Robert Mose Patrick",M,32,1940,1980,40,31-40
3820,"Dick, Paul Wyatt",M,32,1940,1980,40,31-40
3821,"Jelinek, Otto John",M,32,1940,1980,40,31-40
3822,"MacLellan, Russell Gregoire",M,32,1940,1980,40,31-40
3823,"McCauley, Gary Francis",M,32,1940,1980,40,31-40
3824,"McDermid, John Horton",M,32,1940,1980,40,31-40
3825,"McDonald, Lynn",F,32,1940,1980,40,31-40
3826,"McKnight, William Hunter (Bill)",M,32,1940,1980,40,31-40
3827,"Pinard, Yvon",M,32,1940,1980,40,31-40
3828,"Wenman, Robert Lloyd",M,32,1940,1980,40,31-40
3829,"Duguay, Léo",M,33,1944,1984,40,31-40
3830,"Elzinga, Peter",M,33,1944,1984,40,31-40
3831,"Gérin, François",M,33,1944,1984,40,31-40
3832,"Grisé, Richard",M,33,1944,1984,40,31-40
3833,"Holtmann, Felix",M,33,1944,1984,40,31-40
3834,"Moore, Barry D.",M,33,1944,1984,40,31-40
3835,"Nickerson, Dave",M,33,1944,1984,40,31-40
3836,"Tremblay, Maurice",M,33,1944,1984,40,31-40
3837,"Blackburn, Jean-Pierre",M,34,1948,1988,40,31-40
3838,"Blais, Pierre",M,34,1948,1988,40,31-40
3839,"Cadieux, Pierre H.",M,34,1948,1988,40,31-40
3840,"Clancy, Mary Catherine",F,34,1948,1988,40,31-40
3841,"Funk, Raymond John",M,34,1948,1988,40,31-40
3842,"Lee, Derek Vincent",M,34,1948,1988,40,31-40
3843,"Soetens, René John",M,34,1948,1988,40,31-40
3844,"Tremblay, Benoît",M,34,1948,1988,40,31-40
3845,"Bertrand, Robert",M,35,1953,1993,40,31-40
3846,"Crête, Paul",M,35,1953,1993,40,31-40
3847,"Deshaies, Bernard",M,35,1953,1993,40,31-40
3848,"Guarnieri, Albina",F,35,1953,1993,40,31-40
3849,"Guimond, Michel",M,35,1953,1993,40,31-40
3850,"Keyes, Stan Kazmierczak",M,35,1953,1993,40,31-40
3851,"LeBlanc, Francis G.",M,35,1953,1993,40,31-40
3852,"St-Laurent, Bernard",M,35,1953,1993,40,31-40
3853,"Anderson, David",M,36,1957,1997,40,31-40
3854,"Anderson, David",M,36,1957,1997,40,31-40
3855,"Grewal, Gurmant Singh",M,36,1957,1997,40,31-40
3856,"Ianno, Tony",M,36,1957,1997,40,31-40
3857,"Karetak-Lindell, Nancy",F,36,1957,1997,40,31-40
3858,"Lunn, Gary",M,36,1957,1997,40,31-40
3859,"Muise, Mark",M,36,1957,1997,40,31-40
3860,"Strahl, Charles (Chuck)",M,36,1957,1997,40,31-40
3861,"Valeri, Tony",M,36,1957,1997,40,31-40
3862,"Bevilacqua, Maurizio",M,37,1960,2000,40,31-40
3863,"Eyking, Mark",M,37,1960,2000,40,31-40
3864,"Gallant, Cheryl",F,37,1960,2000,40,31-40
3865,"Martin, Keith P.",M,37,1960,2000,40,31-40
3866,"Bellavance, André",M,38,1964,2004,40,31-40
3867,"Reid, Scott",M,38,1964,2004,40,31-40
3868,"Byrne, Gerry",M,39,1966,2006,40,31-40
3869,"Dykstra, Richard",M,39,1966,2006,40,31-40
3870,"Russell, Todd Norman",M,39,1966,2006,40,31-40
3871,"Silva, Mario",M,39,1966,2006,40,31-40
3872,"Stronach, Belinda",F,39,1966,2006,40,31-40
3873,"Calkins, Blaine",M,40,1968,2008,40,31-40
3874,"Kenney, Jason",M,40,1968,2008,40,31-40
3875,"Masse, Brian",M,40,1968,2008,40,31-40
3876,"Raitt, Lisa",F,40,1968,2008,40,31-40
3877,"Barlow, John",M,41,1971,2011,40,31-40
3878,"Chong, Michael D.",M,41,1971,2011,40,31-40
3879,"Lapointe, François",M,41,1971,2011,40,31-40
3880,"Nicholls, Jamie",M,41,1971,2011,40,31-40
3881,"Trudeau, Justin",M,41,1971,2011,40,31-40
3882,"Watson, Jeff",M,40,1971,2008,37,31-40
3883,"Cormier, Serge",M,42,1975,2015,40,31-40
3884,"Gerretsen, Mark",M,42,1975,2015,40,31-40
3885,"Jeneroux, Matt",M,42,1975,2015,40,31-40
3886,"Rusnak, Don",M,42,1975,2015,40,31-40
3887,"Bittle, Chris",M,43,1979,2019,40,31-40
3888,"Brunelle-Duceppe, Alexis",M,43,1979,2019,40,31-40
3889,"Dhillon, Anju",F,43,1979,2019,40,31-40
3890,"Dzerowicz, Julie",F,43,1979,2019,40,31-40
3891,"Joly, Mélanie",F,43,1979,2019,40,31-40
3892,"Lawrence, Philip",M,43,1979,2019,40,31-40
3893,"Poilievre, Pierre",M,43,1979,2019,40,31-40
3894,"Scheer, Andrew",M,43,1979,2019,40,31-40
3895,"Schiefke, Peter",M,43,1979,2019,40,31-40
3896,"Singh, Jagmeet",M,43,1979,2019,40,31-40
3897,"Trudeau, Pierre Elliott",M,31,1919,1979,60,51-60
3898,"Trudel, Jacques L.",M,31,1919,1979,60,51-60
3899,"Whittaker, George H.",M,31,1919,1979,60,51-60
3900,"Gendron, Rosaire",M,31,1920,1979,59,51-60
3901,"Isabelle, Joseph Gaston",M,31,1920,1979,59,51-60
3902,"Lamoureux, Lucien",M,31,1920,1979,59,51-60
3903,"Masniuk, Peter Paul",M,31,1920,1979,59,51-60
3904,"Andras, Robert Knight",M,31,1921,1979,58,51-60
3905,"Danson, Barnett Jerome",M,31,1921,1979,58,51-60
3906,"Gilbert, John",M,31,1921,1979,58,51-60
3907,"Hamilton, Frank Fletcher",M,31,1921,1979,58,51-60
3908,"Jamieson, Donald Campbell",M,31,1921,1979,58,51-60
3909,"Kempling, William James",M,31,1921,1979,58,51-60
3910,"Loiselle, Gérard",M,31,1921,1979,58,51-60
3911,"Mackasey, Bryce Stuart",M,31,1921,1979,58,51-60
3912,"Morin, Albanie",F,31,1921,1979,58,51-60
3913,"Neale, Charles Patrick (Paddy)",M,31,1921,1979,58,51-60
3914,"Saltsman, Max",M,31,1921,1979,58,51-60
3915,"Scott, William C.",M,31,1921,1979,58,51-60
3916,"Smith, G.A. Percy",M,31,1921,1979,58,51-60
3917,"McCleave, Robert Jardine",M,31,1922,1979,57,51-60
3918,"Alexander, Lincoln MacCauley",M,31,1922,1979,57,51-60
3919,"Béchard, Albert",M,31,1922,1979,57,51-60
3920,"Cyr, Alexandre",M,31,1922,1979,57,51-60
3921,"Gillespie, Alastair William",M,31,1922,1979,57,51-60
3922,"Evans, John Leslie",M,32,1941,1980,39,31-40
3923,"Gurbin, Gary Michael",M,32,1941,1980,39,31-40
3924,"Kelly, Norman",M,32,1941,1980,39,31-40
3925,"Kilgour, David",M,32,1941,1980,39,31-40
3926,"Peterson, James Scott (Jim)",M,32,1941,1980,39,31-40
3927,"Siddon, Thomas Edward",M,32,1941,1980,39,31-40
3928,"Skelly, Raymond John",M,32,1941,1980,39,31-40
3929,"Speyer, Chris",M,32,1941,1980,39,31-40
3930,"Thacker, Blaine Allen",M,32,1941,1980,39,31-40
3931,"Bissonnette, André",M,33,1945,1984,39,31-40
3932,"Boyer, Patrick",M,33,1945,1984,39,31-40
3933,"Frith, Douglas Cockburn",M,33,1945,1984,39,31-40
3934,"McMillan, Thomas Michael",M,33,1945,1984,39,31-40
3935,"Price, Joseph",M,33,1945,1984,39,31-40
3936,"Young, Neil",M,32,1945,1980,35,31-40
3937,"Bélair, Réginald",M,34,1949,1988,39,31-40
3938,"Boudria, Don",M,34,1949,1988,39,31-40
3939,"Desjardins, Gabriel",M,34,1949,1988,39,31-40
3940,"MacWilliam, Lyle Dean",M,34,1949,1988,39,31-40
3941,"Stevenson, Kenneth Ross",M,34,1949,1988,39,31-40
3942,"Turner, Garth",M,34,1949,1988,39,31-40
3943,"Bakopanos, Eleni",F,35,1954,1993,39,31-40
3944,"Kerpan, Allan Edward Joseph",M,35,1954,1993,39,31-40
3945,"Scott, Michael G.",M,35,1954,1993,39,31-40
3946,"Skoke, Roseanne",F,35,1954,1993,39,31-40
3947,"Tobin, Brian Vincent",M,35,1954,1993,39,31-40
3948,"Charest, Jean J.",M,36,1958,1997,39,31-40
3949,"Jordan, Joe Louis",M,36,1958,1997,39,31-40
3950,"Laliberte, Rick",M,36,1958,1997,39,31-40
3951,"Solberg, Monte",M,36,1958,1997,39,31-40
3952,"Allison, Dean",M,38,1965,2004,39,31-40
3953,"Bergeron, Stéphane",M,38,1965,2004,39,31-40
